Year,Category,Prize,Prize Share,Laureate ID,LaureateType,FullName,Birth Date,Birth City,BirthCountry,Sex,OrganizationName,Organization City,OrganizationCountry,Death Date,Death City,Death Country,Age
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,1/3,835,Individual,Elizabeth H. Blackburn,1948-11-26,HobartTasmania,Australia,Female,University of California,San FranciscoCA,United States,,,,61
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,1/3,836,Individual,Carol W. Greider,1961-04-15,San DiegoCA,United States,Female,Johns Hopkins University School of Medicine,BaltimoreMD,United States,,,,48
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,1/3,837,Individual,Jack W. Szostak,1952-11-09,London,United Kingdom,Male,Harvard Medical School,BostonMA,United States,,,,57
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,1/3,837,Individual,Jack W. Szostak,1952-11-09,London,United Kingdom,Male,Massachusetts General Hospital,BostonMA,United States,,,,57
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,1/3,837,Individual,Jack W. Szostak,1952-11-09,London,United Kingdom,Male,Howard Hughes Medical Institute,,,,,,57
2009,Peace,The Nobel Peace Prize 2009,1/1,845,Individual,Barack H. Obama,1961-08-04,HonoluluHI,United States,Male,,,,,,,48
2009,Physics,The Nobel Prize in Physics 2009,1/2,838,Individual,Charles Kuen Kao,1933-11-04,Shanghai,China,Male,Standard Telecommunication Laboratories,Harlow,United Kingdom,,,,76
2009,Physics,The Nobel Prize in Physics 2009,1/2,838,Individual,Charles Kuen Kao,1933-11-04,Shanghai,China,Male,Chinese University of Hong Kong,Hong Kong,China,,,,76
2009,Physics,The Nobel Prize in Physics 2009,1/4,839,Individual,Willard S. Boyle,1924-08-19,AmherstNS,Canada,Male,Bell Laboratories,Murray HillNJ,United States,2011-05-07,TruroNS,Canada,85
2009,Physics,The Nobel Prize in Physics 2009,1/4,840,Individual,George E. Smith,1930-05-10,White PlainsNY,United States,Male,Bell Laboratories,Murray HillNJ,United States,,,,79
2010,Chemistry,The Nobel Prize in Chemistry 2010,1/3,851,Individual,Richard F. Heck,1931-08-15,SpringfieldMA,United States,Male,University of Delaware,,United States,2015-10-09,Manila,Philippines,79
2010,Chemistry,The Nobel Prize in Chemistry 2010,1/3,852,Individual,Ei-ichi Negishi,1935-07-14,Changchun,China,Male,Purdue University,West LafayetteIN,United States,,,,75
2010,Chemistry,The Nobel Prize in Chemistry 2010,1/3,853,Individual,Akira Suzuki,1930-09-12,Mukawa,Japan,Male,Hokkaido University,Sapporo,Japan,,,,80
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,1/3,856,Individual,Peter A. Diamond,1940-04-29,New YorkNY,United States,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,,,,70
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,1/3,857,Individual,Dale T. Mortensen,1939-02-02,EnterpriseOR,United States,Male,Northwestern University,EvanstonIL,United States,2014-01-09,WilmetteIL,United States,71
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,1/3,857,Individual,Dale T. Mortensen,1939-02-02,EnterpriseOR,United States,Male,Aarhus University,Aarhus,Denmark,2014-01-09,WilmetteIL,United States,71
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,1/3,858,Individual,Christopher A. Pissarides,1948-02-20,Nicosia,Cyprus,Male,London School of Economics and Political Science,London,United Kingdom,,,,62
2010,Literature,The Nobel Prize in Literature 2010,1/1,854,Individual,Mario Vargas Llosa,1936-03-28,Arequipa,Peru,Male,,,,,,,74
2010,Medicine,The Nobel Prize in Physiology or Medicine 2010,1/1,848,Individual,Robert G. Edwards,1925-09-27,Batley,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,2013-04-10,Cambridge,United Kingdom,85
2010,Peace,The Nobel Peace Prize 2010,1/1,855,Individual,Liu Xiaobo,1955-12-28,,China,Male,,,,,,,55
2010,Physics,The Nobel Prize in Physics 2010,1/2,849,Individual,Andre Geim,1958-10-21,Sochi,Russia,Male,University of Manchester,Manchester,United Kingdom,,,,52
2010,Physics,The Nobel Prize in Physics 2010,1/2,850,Individual,Konstantin Novoselov,1974-08-23,Nizhny Tagil,Russia,Male,University of Manchester,Manchester,United Kingdom,,,,36
2011,Chemistry,The Nobel Prize in Chemistry 2011,1/1,867,Individual,Dan Shechtman,1941-01-24,Tel Aviv,Israel,Male,Technion - Israel Institute of Technology,Haifa,Israel,,,,70
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,1/2,872,Individual,Thomas J. Sargent,1943-07-19,PasadenaCA,United States,Male,New York University,New YorkNY,United States,,,,68
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,1/2,873,Individual,Christopher A. Sims,1942-10-21,WashingtonDC,United States,Male,Princeton University,PrincetonNJ,United States,,,,69
2011,Literature,The Nobel Prize in Literature 2011,1/1,868,Individual,Tomas Tranströmer,1931-04-15,Stockholm,Sweden,Male,,,,2015-03-26,Stockholm,Sweden,80
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,1/4,861,Individual,Bruce A. Beutler,1957-12-29,ChicagoIL,United States,Male,University of Texas Southwestern Medical Center at Dallas,DallasTX,United States,,,,54
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,1/4,861,Individual,Bruce A. Beutler,1957-12-29,ChicagoIL,United States,Male,The Scripps Research Institute,La JollaCA,United States,,,,54
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,1/4,862,Individual,Jules A. Hoffmann,1941-08-02,Echternach,Luxembourg,Male,University of Strasbourg,Strasbourg,France,,,,70
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,1/2,863,Individual,Ralph M. Steinman,1943-01-14,Montreal,Canada,Male,Rockefeller University,New YorkNY,United States,2011-09-30,,,68
2011,Peace,The Nobel Peace Prize 2011,1/3,869,Individual,Ellen Johnson Sirleaf,1938-10-29,Monrovia,Liberia,Female,,,,,,,73
2011,Peace,The Nobel Peace Prize 2011,1/3,870,Individual,Leymah Gbowee,1972-02-01,Monrovia,Liberia,Female,,,,,,,39
2011,Peace,The Nobel Peace Prize 2011,1/3,871,Individual,Tawakkol Karman,1979-02-07,Ta'izz,Yemen,Female,,,,,,,32
2011,Physics,The Nobel Prize in Physics 2011,1/2,864,Individual,Saul Perlmutter,,Champaign-UrbanaIL,United States,Male,Lawrence Berkeley National Laboratory,BerkeleyCA,United States,,,,#VALUE!
2011,Physics,The Nobel Prize in Physics 2011,1/2,864,Individual,Saul Perlmutter,,Champaign-UrbanaIL,United States,Male,University of California,BerkeleyCA,United States,,,,#VALUE!
2011,Physics,The Nobel Prize in Physics 2011,1/4,865,Individual,Brian P. Schmidt,1967-02-24,MissoulaMT,United States,Male,Australian National University,Weston Creek,Australia,,,,44
2011,Physics,The Nobel Prize in Physics 2011,1/4,866,Individual,Adam G. Riess,1969-12-16,WashingtonDC,United States,Male,Johns Hopkins University,BaltimoreMD,United States,,,,42
2011,Physics,The Nobel Prize in Physics 2011,1/4,866,Individual,Adam G. Riess,1969-12-16,WashingtonDC,United States,Male,Space Telescope Science Institute,BaltimoreMD,United States,,,,42
2012,Chemistry,The Nobel Prize in Chemistry 2012,1/2,878,Individual,Robert J. Lefkowitz,1943-04-15,New YorkNY,United States,Male,Howard Hughes Medical Institute,,,,,,69
2012,Chemistry,The Nobel Prize in Chemistry 2012,1/2,878,Individual,Robert J. Lefkowitz,1943-04-15,New YorkNY,United States,Male,Duke University Medical Center,DurhamNC,United States,,,,69
2012,Chemistry,The Nobel Prize in Chemistry 2012,1/2,879,Individual,Brian K. Kobilka,1955-05-30,Little FallsMN,United States,Male,Stanford University School of Medicine,StanfordCA,United States,,,,57
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,1/2,882,Individual,Alvin E. Roth,1951-12-18,New YorkNY,United States,Male,Harvard University,CambridgeMA,United States,,,,61
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,1/2,882,Individual,Alvin E. Roth,1951-12-18,New YorkNY,United States,Male,Harvard Business School,BostonMA,United States,,,,61
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,1/2,883,Individual,Lloyd S. Shapley,1923-06-02,CambridgeMA,United States,Male,University of California,Los AngelesCA,United States,2016-03-12,TucsonAZ,United States,89
2012,Literature,The Nobel Prize in Literature 2012,1/1,880,Individual,Mo Yan,1955-02-02,Gaomi,China,Male,,,,,,,57
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,1/2,874,Individual,Sir John B. Gurdon,1933-10-02,Dippenhall,United Kingdom,Male,Gurdon Institute,Cambridge,United Kingdom,,,,79
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,1/2,875,Individual,Shinya Yamanaka,1962-09-04,Osaka,Japan,Male,Kyoto University,Kyoto,Japan,,,,50
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,1/2,875,Individual,Shinya Yamanaka,1962-09-04,Osaka,Japan,Male,Gladstone Institutes,San FranciscoCA,United States,,,,50
2012,Peace,The Nobel Peace Prize 2012,1/1,881,Organization,European Union (EU),,,,,,,,,,,#VALUE!
2012,Physics,The Nobel Prize in Physics 2012,1/2,876,Individual,Serge Haroche,1944-09-11,Casablanca,Morocco,Male,Collège de France,Paris,France,,,,68
2012,Physics,The Nobel Prize in Physics 2012,1/2,876,Individual,Serge Haroche,1944-09-11,Casablanca,Morocco,Male,École Normale Supérieure,Paris,France,,,,68
2012,Physics,The Nobel Prize in Physics 2012,1/2,877,Individual,David J. Wineland,1944-02-24,MilwaukeeWI,United States,Male,National Institute of Standards and Technology,BoulderCO,United States,,,,68
2012,Physics,The Nobel Prize in Physics 2012,1/2,877,Individual,David J. Wineland,1944-02-24,MilwaukeeWI,United States,Male,University of Colorado,BoulderCO,United States,,,,68
2013,Chemistry,The Nobel Prize in Chemistry 2013,1/3,889,Individual,Martin Karplus,1930-03-15,Vienna,Austria,Male,Université de Strasbourg,Strasbourg,France,,,,83
2013,Chemistry,The Nobel Prize in Chemistry 2013,1/3,889,Individual,Martin Karplus,1930-03-15,Vienna,Austria,Male,Harvard University,CambridgeMA,United States,,,,83
2013,Chemistry,The Nobel Prize in Chemistry 2013,1/3,890,Individual,Michael Levitt,1947-05-09,Pretoria,South Africa,Male,Stanford University School of Medicine,StanfordCA,United States,,,,66
2013,Chemistry,The Nobel Prize in Chemistry 2013,1/3,891,Individual,Arieh Warshel,1940-11-20,Kibbutz Sde-Nahum,Israel,Male,University of Southern California,Los AngelesCA,United States,,,,73
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,1/3,894,Individual,Eugene F. Fama,1939-02-14,BostonMA,United States,Male,University of Chicago,ChicagoIL,United States,,,,74
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,1/3,895,Individual,Lars Peter Hansen,1952-10-26,UrbanaIL,United States,Male,University of Chicago,ChicagoIL,United States,,,,61
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,1/3,896,Individual,Robert J. Shiller,1946-03-29,DetroitMI,United States,Male,Yale University,New HavenCT,United States,,,,67
2013,Literature,The Nobel Prize in Literature 2013,1/1,892,Individual,Alice Munro,1931-07-10,Wingham,Canada,Female,,,,,,,82
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,1/3,884,Individual,James E. Rothman,1950-11-03,HaverhillMA,United States,Male,Yale University,New HavenCT,United States,,,,63
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,1/3,885,Individual,Randy W. Schekman,1948-12-30,St. PaulMN,United States,Male,University of California,BerkeleyCA,United States,,,,65
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,1/3,885,Individual,Randy W. Schekman,1948-12-30,St. PaulMN,United States,Male,Howard Hughes Medical Institute,,,,,,65
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,1/3,886,Individual,Thomas C. Südhof,1955-12-22,Göttingen,Germany,Male,Stanford University,StanfordCA,United States,,,,58
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,1/3,886,Individual,Thomas C. Südhof,1955-12-22,Göttingen,Germany,Male,Howard Hughes Medical Institute,,,,,,58
2013,Peace,The Nobel Peace Prize 2013,1/1,893,Organization,Organisation for the Prohibition of Chemical Weapons (OPCW),,,,,,,,,,,#VALUE!
2013,Physics,The Nobel Prize in Physics 2013,1/2,887,Individual,François Englert,1932-11-06,Etterbeek,Belgium,Male,Université Libre de Bruxelles,Brussels,Belgium,,,,81
2013,Physics,The Nobel Prize in Physics 2013,1/2,888,Individual,Peter W. Higgs,1929-05-29,Newcastle upon Tyne,United Kingdom,Male,University of Edinburgh,Edinburgh,United Kingdom,,,,84
2014,Chemistry,The Nobel Prize in Chemistry 2014,1/3,909,Individual,Eric Betzig,1960-01-13,Ann ArborMI,United States,Male,Janelia Research CampusHoward Hughes Medical Institute,AshburnVA,United States,,,,54
2014,Chemistry,The Nobel Prize in Chemistry 2014,1/3,910,Individual,Stefan W. Hell,1962-12-23,Arad,Romania,Male,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany,,,,52
2014,Chemistry,The Nobel Prize in Chemistry 2014,1/3,910,Individual,Stefan W. Hell,1962-12-23,Arad,Romania,Male,German Cancer Research Center,Heidelberg,Germany,,,,52
2014,Chemistry,The Nobel Prize in Chemistry 2014,1/3,911,Individual,William E. Moerner,1953-06-24,PleasantonCA,United States,Male,Stanford University,StanfordCA,United States,,,,61
2014,Economics,The Sveriges Riksbank Prize in Economic Sciences 2014,1/1,915,Individual,Jean Tirole,1953-08-09,Troyes,France,Male,Toulouse School of Economics (TSE),Toulouse,France,,,,61
2014,Literature,The Nobel Prize in Literature 2014,1/1,912,Individual,Patrick Modiano,1945-07-30,Paris,France,Male,,,,,,,69
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,1/2,903,Individual,John O'Keefe,1939-11-18,New YorkNY,United States,Male,University College,London,United Kingdom,,,,75
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,1/4,904,Individual,May-Britt Moser,1963-01-04,Fosnavåg,Norway,Female,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,,,,51
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,1/4,905,Individual,Edvard I. Moser,1962-04-27,Ålesund,Norway,Male,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,,,,52
2014,Peace,The Nobel Peace Prize 2014,1/2,913,Individual,Kailash Satyarthi,1954-01-11,Vidisha,India,Male,,,,,,,60
2014,Peace,The Nobel Peace Prize 2014,1/2,914,Individual,Malala Yousafzai,1997-07-12,Mingora,Pakistan,Female,,,,,,,17
2014,Physics,The Nobel Prize in Physics 2014,1/3,906,Individual,Isamu Akasaki,1929-01-30,Chiran,Japan,Male,Meijo University,Nagoya,Japan,,,,85
2014,Physics,The Nobel Prize in Physics 2014,1/3,906,Individual,Isamu Akasaki,1929-01-30,Chiran,Japan,Male,Nagoya University,Nagoya,Japan,,,,85
2014,Physics,The Nobel Prize in Physics 2014,1/3,907,Individual,Hiroshi Amano,1960-09-11,Hamamatsu,Japan,Male,Nagoya University,Nagoya,Japan,,,,54
2014,Physics,The Nobel Prize in Physics 2014,1/3,908,Individual,Shuji Nakamura,1954-05-22,Ikata,Japan,Male,University of California,Santa BarbaraCA,United States,,,,60
2015,Chemistry,The Nobel Prize in Chemistry 2015,1/3,921,Individual,Tomas Lindahl,1938-01-28,Stockholm,Sweden,Male,Francis Crick Institute,Hertfordshire,United Kingdom,,,,77
2015,Chemistry,The Nobel Prize in Chemistry 2015,1/3,921,Individual,Tomas Lindahl,1938-01-28,Stockholm,Sweden,Male,Clare Hall Laboratory,Hertfordshire,United Kingdom,,,,77
2015,Chemistry,The Nobel Prize in Chemistry 2015,1/3,922,Individual,Paul Modrich,1946-06-13,RatonNM,United States,Male,Howard Hughes Medical Institute,DurhamNC,United States,,,,69
2015,Chemistry,The Nobel Prize in Chemistry 2015,1/3,922,Individual,Paul Modrich,1946-06-13,RatonNM,United States,Male,Duke University School of Medicine,DurhamNC,United States,,,,69
2015,Chemistry,The Nobel Prize in Chemistry 2015,1/3,923,Individual,Aziz Sancar,1946-09-08,Savur,Turkey,Male,University of North Carolina,Chapel HillNC,United States,,,,69
2015,Economics,The Sveriges Riksbank Prize in Economic Sciences 2015,1/1,926,Individual,Angus Deaton,1945-10-19,Edinburgh,United Kingdom,Male,Princeton University,PrincetonNJ,United States,,,,70
2015,Literature,The Nobel Prize in Literature 2015,1/1,924,Individual,Svetlana Alexievich,1948-05-31,Ivano-Frankivsk,Ukraine,Female,,,,,,,67
2015,Medicine,The Nobel Prize in Physiology or Medicine 2015,1/4,916,Individual,William C. Campbell,1930-06-28,Ramelton,Ireland,Male,Drew University,MadisonNJ,United States,,,,85
2015,Medicine,The Nobel Prize in Physiology or Medicine 2015,1/4,917,Individual,Satoshi Ōmura,1935-07-12,Yamanashi Prefecture,Japan,Male,Kitasato University,Tokyo,Japan,,,,80
2015,Medicine,The Nobel Prize in Physiology or Medicine 2015,1/2,918,Individual,Youyou Tu,1930-12-30,Zhejiang Ningbo,China,Female,China Academy of Traditional Chinese Medicine,Beijing,China,,,,85
2015,Peace,The Nobel Peace Prize 2015,1/1,925,Organization,National Dialogue Quartet,,,,,,,,,,,#VALUE!
2015,Physics,The Nobel Prize in Physics 2015,1/2,919,Individual,Takaaki Kajita,1959-03-09,Higashimatsuyama,Japan,Male,University of Tokyo,Kashiwa,Japan,,,,56
2015,Physics,The Nobel Prize in Physics 2015,1/2,920,Individual,Arthur B. McDonald,1943-08-29,Sydney,Canada,Male,Queen's University,Kingston,Canada,,,,72
2016,Chemistry,The Nobel Prize in Chemistry 2016,1/3,931,Individual,Jean-Pierre Sauvage,1944-10-21,Paris,France,Male,University of Strasbourg,Strasbourg,France,,,,72
2016,Chemistry,The Nobel Prize in Chemistry 2016,1/3,932,Individual,Sir J. Fraser Stoddart,1942-05-24,Edinburgh,United Kingdom,Male,Northwestern University,EvanstonIL,United States,,,,74
2016,Chemistry,The Nobel Prize in Chemistry 2016,1/3,933,Individual,Bernard L. Feringa,1951-05-18,Barger-Compascuum,Netherlands,Male,University of Groningen,Groningen,Netherlands,,,,65
2016,Economics,The Sveriges Riksbank Prize in Economic Sciences 2016,1/2,935,Individual,Oliver Hart,1948-10-09,London,United Kingdom,Male,Harvard University,CambridgeMA,United States,,,,68
2016,Economics,The Sveriges Riksbank Prize in Economic Sciences 2016,1/2,936,Individual,Bengt Holmström,1949-04-18,Helsinki,Finland,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,,,,67
2016,Literature,The Nobel Prize in Literature 2016,1/1,937,Individual,Bob Dylan,1941-05-24,DuluthMN,United States,Male,,,,,,,75
2016,Medicine,The Nobel Prize in Physiology or Medicine 2016,1/1,927,Individual,Yoshinori Ohsumi,1945-02-09,Fukuoka,Japan,Male,Tokyo Institute of Technology,Tokyo,Japan,,,,71
2016,Peace,The Nobel Peace Prize 2016,1/1,934,Individual,Juan Manuel Santos,1951-08-10,Bogotá,Colombia,Male,,,,,,,65
